Area(23 Markets),Country/Area(23 Markets),Purpose_of_visit_to_Japan,Year,Visitor Arrivals
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,1995,26.058
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,1996,29.417
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,1997,32.903
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,1998,37.726
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,1999,37.504
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2000,34.239
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2001,34.259
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2002,36.616
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2003,35.328
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2004,44.470
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2005,48.541
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2006,44.207
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2007,50.910
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2008,55.090
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2009,55.856
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2010,62.384
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2011,28.327
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2012,47.254
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2013,58.479
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2014,72.545
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2015,91.618
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2016,110.020
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2017,122.920
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2018,143.605
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2019,168.214
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2020,19.096
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2021,2.952
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2022,18.625
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2023,191.862
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Tourism,2024,62.198
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,1992,11.038
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,1993,10.883
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,1994,10.153
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,1995,8.773
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,1996,10.280
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,1997,11.576
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,1998,12.391
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,1999,12.580
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2000,13.518
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2001,14.164
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2002,15.989
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2003,15.903
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2004,19.060
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2005,22.901
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2006,23.936
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2007,31.413
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2008,34.808
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2009,41.112
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2010,42.746
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2011,17.177
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2012,31.035
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2013,44.132
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2014,56.475
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2015,77.497
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2016,91.555
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2017,96.981
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2018,120.274
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2019,132.521
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2020,9.041
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2021,2.228
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2022,10.998
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2023,131.315
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Tourism,2024,33.436
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,1992,7.161
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,1993,6.787
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,1994,5.839
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,1995,4.385
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,1996,5.130
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,1997,6.222
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,1998,6.454
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,1999,7.246
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2000,8.265
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2001,8.303
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2002,19.296
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2003,7.043
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2004,11.438
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2005,13.513
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2006,15.085
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2007,22.726
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2008,19.346
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2009,13.262
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2010,14.763
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2011,8.922
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2012,13.571
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2013,17.957
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2014,24.799
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2015,30.270
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2016,36.348
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2017,55.561
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2018,60.548
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2019,64.255
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2020,8.024
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2021,757
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2022,5.873
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2023,89.031
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Tourism,2024,28.294
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,1992,7.392
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,1993,7.267
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,1994,4.957
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,1995,4.664
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,1996,4.932
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,1997,5.318
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,1998,5.279
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,1999,5.935
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2000,8.341
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2001,6.294
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2002,7.867
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2003,7.141
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2004,7.440
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2005,7.768
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2006,8.727
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2007,9.755
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2008,13.388
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2009,13.073
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2010,18.357
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2011,7.486
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2012,14.709
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2013,22.807
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2014,30.713
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2015,37.912
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2016,49.467
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2017,54.592
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2018,63.438
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2019,75.070
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2020,4.857
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2021,1.395
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2022,12.801
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2023,96.400
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Tourism,2024,20.921
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,1992,15.619
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,1993,14.289
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,1994,13.696
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,1995,13.811
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,1996,14.854
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,1997,17.484
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,1998,18.914
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,1999,19.037
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2000,18.619
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2001,17.159
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2002,19.992
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2003,19.304
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2004,22.932
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2005,26.513
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2006,29.770
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2007,39.692
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2008,43.746
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2009,41.111
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2010,43.290
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2011,26.901
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2012,42.571
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2013,52.808
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2014,63.295
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2015,79.909
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2016,86.674
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2017,93.119
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2018,103.926
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2019,113.311
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2020,15.993
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2021,2.128
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2022,10.415
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2023,95.991
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Tourism,2024,29.930
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,1992,14.719
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,1993,17.299
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,1994,9.718
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,1995,9.308
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,1996,11.495
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,1997,15.457
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,1998,12.087
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,1999,8.691
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2000,11.711
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2001,14.549
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2002,15.146
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2003,18.342
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2004,27.206
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2005,29.835
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2006,28.796
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2007,37.747
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2008,42.066
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2009,28.942
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2010,32.024
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2011,16.965
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2012,30.304
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2013,40.347
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Tourism,2014,41.796
