"Date","Price","Open","High","Low","Vol.","Change %"
"11/26/2014","2.4825","2.5465","2.5494","2.4800","","-2.54%"
"11/25/2014","2.5473","2.6271","2.6437","2.5434","","-3.08%"
"11/24/2014","2.6282","2.5759","2.6569","2.5711","","1.96%"
"11/21/2014","2.5777","2.5590","2.6018","2.5405","","0.67%"
"11/20/2014","2.5605","2.5161","2.5614","2.5144","","1.71%"
"11/19/2014","2.5174","2.4909","2.5244","2.4890","","1.04%"
"11/18/2014","2.4915","2.4749","2.5080","2.4676","","0.64%"
"11/17/2014","2.4756","2.4657","2.4808","2.4390","","0.49%"
"11/14/2014","2.4636","2.4781","2.4910","2.4299","","-0.59%"
"11/13/2014","2.4783","2.5683","2.6466","2.4695","","-3.52%"
"11/12/2014","2.5687","2.4959","2.5687","2.4768","","2.89%"
"11/11/2014","2.4966","2.5027","2.5250","2.4649","","-0.28%"
"11/10/2014","2.5037","2.4511","2.5377","2.4413","","2.05%"
"11/07/2014","2.4534","2.4589","2.5189","2.3690","","-0.26%"
"11/06/2014","2.4599","2.5523","2.5711","2.4475","","-3.65%"
"11/05/2014","2.5532","2.6053","2.6121","2.5398","","-2.03%"
"11/04/2014","2.6061","2.6153","2.6161","2.5842","","-0.37%"
"11/03/2014","2.6159","2.6143","2.6309","2.5838","","0.17%"
"10/31/2014","2.6114","2.6252","2.6796","2.5924","","-0.56%"
"10/30/2014","2.6261","2.5210","2.6532","2.4999","","4.14%"
"10/29/2014","2.5217","2.5476","2.5495","2.5149","","-1.05%"
"10/28/2014","2.5484","2.5511","2.5556","2.5329","","-0.12%"
"10/27/2014","2.5515","2.5794","2.5857","2.5437","","-1.13%"
"10/24/2014","2.5806","2.5959","2.6005","2.5690","","-0.60%"
"10/23/2014","2.5963","2.5886","2.6004","2.5739","","0.27%"
"10/22/2014","2.5893","2.6125","2.6163","2.5848","","-0.89%"
"10/21/2014","2.6126","2.6050","2.6139","2.5863","","0.27%"
"10/20/2014","2.6056","2.6241","2.6353","2.5997","","-0.65%"
"10/17/2014","2.6227","2.6003","2.6313","2.5803","","0.82%"
