"Date","Price","Open","High","Low","Vol.","Change %"
"07/15/2013","130.44","129.69","130.74","129.38","","0.59%"
"07/12/2013","129.67","129.56","130.00","128.88","","0.05%"
"07/11/2013","129.60","129.27","130.48","128.59","","0.19%"
"07/10/2013","129.35","129.25","129.57","127.96","","0.05%"
"07/09/2013","129.29","129.90","130.58","128.65","","-0.50%"
"07/08/2013","129.94","129.74","130.21","129.36","","0.06%"
"07/05/2013","129.86","129.17","130.08","128.53","","0.52%"
"07/04/2013","129.19","129.93","130.22","128.79","","-0.62%"
"07/03/2013","129.99","130.57","130.88","128.61","","-0.47%"
"07/02/2013","130.60","130.17","131.14","129.78","","0.31%"
"07/01/2013","130.20","128.96","130.26","128.94","","0.95%"
"06/28/2013","128.97","128.19","129.69","128.13","","0.58%"
"06/27/2013","128.23","127.14","128.42","126.99","","0.82%"
"06/26/2013","127.19","127.93","128.50","126.52","","-0.59%"
"06/25/2013","127.95","128.18","128.69","127.26","","-0.20%"
"06/24/2013","128.20","128.33","129.22","127.25","","-0.21%"
"06/21/2013","128.47","128.57","129.72","127.75","","-0.11%"
"06/20/2013","128.61","128.25","129.94","127.80","","0.27%"
"06/19/2013","128.26","127.65","128.78","126.99","","0.45%"
"06/18/2013","127.69","126.30","128.11","126.21","","1.07%"
"06/17/2013","126.34","125.50","126.97","125.48","","0.61%"
"06/14/2013","125.57","127.53","128.16","125.15","","-1.56%"
"06/13/2013","127.56","128.02","128.16","124.96","","-0.41%"
"06/12/2013","128.08","127.83","129.41","126.97","","0.17%"
"06/11/2013","127.86","130.92","131.32","127.08","","-2.35%"
"06/10/2013","130.94","128.80","131.13","128.48","","1.52%"
"06/07/2013","128.98","128.45","129.20","126.18","","0.42%"
"06/06/2013","128.44","129.66","130.77","127.52","","-0.98%"
"06/05/2013","129.71","130.78","131.39","129.55","","-0.86%"
"06/04/2013","130.84","130.11","131.45","129.87","","0.52%"
"06/03/2013","130.16","130.29","131.01","129.46","","-0.35%"
"05/31/2013","130.62","131.43","132.13","130.23","","-0.64%"
"05/30/2013","131.46","130.84","132.05","130.14","","0.40%"
"05/29/2013","130.93","131.57","131.75","130.36","","-0.51%"
"05/28/2013","131.60","130.47","132.19","130.43","","0.80%"
"05/27/2013","130.55","130.93","131.52","130.23","","-0.33%"
"05/24/2013","130.98","131.95","132.58","130.10","","-0.76%"
"05/23/2013","131.98","132.58","132.89","129.94","","-0.49%"
"05/22/2013","132.63","132.21","133.82","131.99","","0.26%"
"05/21/2013","132.28","131.71","132.47","131.62","","0.39%"
"05/20/2013","131.76","131.83","132.27","131.23","","-0.57%"
"05/17/2013","132.51","131.68","132.62","131.25","","0.60%"
"05/16/2013","131.72","131.72","132.33","131.24","","-0.02%"
"05/15/2013","131.75","132.20","132.45","131.14","","-0.39%"
"05/14/2013","132.26","132.11","132.80","131.49","","0.11%"
